bbm,platform_record,match_type,quadrant,confidence,justification,breakdown,review_required,accepted,llm_reason,guardrail,synonym_match,synonym_evidence,candidate_group_size,candidate_group_ids,bbm_sci_name,bbm_genus,bbm_species,bbm_collector,bbm_date,bbm_locality,platform_sci_name,platform_genus,platform_species,platform_collector,platform_date,platform_locality
BBM:F029084,MO:168455,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,7,BBM:F029084; BBM:F029098; BBM:F029099; BBM:F029139; BBM:F029197; MO:168398; MO:168455,peniophora incarnata,peniophora,incarnata,,2007-01-24,"victoria, saanich peninsula, observatory hill; ne corner",peniophora incarnata,peniophora,incarnata,oluna & adolf ceska,2007-01-28,"observatory hill, victoria, british columbia, canada"
BBM:F029098,MO:168398,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,7,BBM:F029084; BBM:F029098; BBM:F029099; BBM:F029139; BBM:F029197; MO:168398; MO:168455,peniophora incarnata,peniophora,incarnata,,2007-01-28,"victoria, saanich peninsula, observatory hill; open sw slope behind the small dome",peniophora incarnata,peniophora,incarnata,oluna & adolf ceska,2007-01-28,"observatory hill, victoria, british columbia, canada"
BBM:F029098,MO:168455,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,7,BBM:F029084; BBM:F029098; BBM:F029099; BBM:F029139; BBM:F029197; MO:168398; MO:168455,peniophora incarnata,peniophora,incarnata,,2007-01-28,"victoria, saanich peninsula, observatory hill; open sw slope behind the small dome",peniophora incarnata,peniophora,incarnata,oluna & adolf ceska,2007-01-28,"observatory hill, victoria, british columbia, canada"
BBM:F029099,MO:168398,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,7,BBM:F029084; BBM:F029098; BBM:F029099; BBM:F029139; BBM:F029197; MO:168398; MO:168455,peniophora incarnata,peniophora,incarnata,,2007-01-28,"victoria, saanich peninsula, observatory hill; open sw slope behind the small dome",peniophora incarnata,peniophora,incarnata,oluna & adolf ceska,2007-01-28,"observatory hill, victoria, british columbia, canada"
BBM:F029099,MO:168455,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,7,BBM:F029084; BBM:F029098; BBM:F029099; BBM:F029139; BBM:F029197; MO:168398; MO:168455,peniophora incarnata,peniophora,incarnata,,2007-01-28,"victoria, saanich peninsula, observatory hill; open sw slope behind the small dome",peniophora incarnata,peniophora,incarnata,oluna & adolf ceska,2007-01-28,"observatory hill, victoria, british columbia, canada"
BBM:F029139,MO:168398,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,7,BBM:F029084; BBM:F029098; BBM:F029099; BBM:F029139; BBM:F029197; MO:168398; MO:168455,peniophora incarnata,peniophora,incarnata,,2007-02-11,"victoria, saanich peninsula, observatory hill; southern slope above the main gate on the left side of the road going up",peniophora incarnata,peniophora,incarnata,oluna & adolf ceska,2007-01-28,"observatory hill, victoria, british columbia, canada"
BBM:F029139,MO:168455,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,7,BBM:F029084; BBM:F029098; BBM:F029099; BBM:F029139; BBM:F029197; MO:168398; MO:168455,peniophora incarnata,peniophora,incarnata,,2007-02-11,"victoria, saanich peninsula, observatory hill; southern slope above the main gate on the left side of the road going up",peniophora incarnata,peniophora,incarnata,oluna & adolf ceska,2007-01-28,"observatory hill, victoria, british columbia, canada"
BBM:F029197,MO:168398,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,7,BBM:F029084; BBM:F029098; BBM:F029099; BBM:F029139; BBM:F029197; MO:168398; MO:168455,peniophora incarnata,peniophora,incarnata,,2007-03-16,"victoria, saanich peninsula, observatory hill; forest margin behind the small dome",peniophora incarnata,peniophora,incarnata,oluna & adolf ceska,2007-01-28,"observatory hill, victoria, british columbia, canada"
BBM:F029197,MO:168455,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,7,BBM:F029084; BBM:F029098; BBM:F029099; BBM:F029139; BBM:F029197; MO:168398; MO:168455,peniophora incarnata,peniophora,incarnata,,2007-03-16,"victoria, saanich peninsula, observatory hill; forest margin behind the small dome",peniophora incarnata,peniophora,incarnata,oluna & adolf ceska,2007-01-28,"observatory hill, victoria, british columbia, canada"
BBM:F029377,MO:86467,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F029377; MO:86467,peniophora aurantiaca,peniophora,aurantiaca,,2007-10-11,"victoria, saanich peninsula, observatory hill; mixed forest [above the ravine]",peniophora aurantiaca,peniophora,aurantiaca,oluna & adolf ceska,2007-10-11,"observatory hill, victoria, british columbia, canada"
BBM:F025002,MO:159336,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F025002; MO:159336,paullicorticium niveocremeum,paullicorticium,niveocremeum,,2011-03-15,"victoria, saanich peninsula, observatory hill; below the paved road, along the ephemeral creek",paullicorticium niveocremeum,paullicorticium,niveocremeum,oluna & adolf ceska,2011-03-15,"observatory hill, victoria, british columbia, canada"
BBM:F024462,MO:69700,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,"01,02",False,True,,,False,,3,BBM:F024462; BBM:F024794; MO:69700,trechispora microspora,trechispora,microspora,,2010-06-14,"victoria, saanich peninsula, observatory hill; forest margin behind the small dome",trechispora microspora,trechispora,microspora,oluna & adolf ceska,2010-12-10,"observatory hill, victoria, british columbia, canada"
BBM:F024794,MO:69700,similar,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,3,BBM:F024462; BBM:F024794; MO:69700,trechispora microspora,trechispora,microspora,,2010-12-10,"victoria, saanich peninsula, observatory hill; mixed forest between the paved road and the ephemeral creek",trechispora microspora,trechispora,microspora,oluna & adolf ceska,2010-12-10,"observatory hill, victoria, british columbia, canada"
BBM:F024933,MO:71280,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,3,BBM:F024933; BBM:F024934; MO:71280,trechispora farinacea,trechispora,farinacea,,2011-02-10,"victoria, saanich peninsula, observatory hill; southern slope below the main herzberg institute of astrophysics building",trechispora farinacea,trechispora,farinacea,oluna & adolf ceska,2011-02-10,"observatory hill, victoria, british columbia, canada"
BBM:F024934,MO:71280,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,"01,02",False,True,,,False,,3,BBM:F024933; BBM:F024934; MO:71280,trechispora farinacea,trechispora,farinacea,,2011-02-10,"victoria, saanich peninsula, observatory hill; southern slope below the main herzberg institute of astrophysics building",trechispora farinacea,trechispora,farinacea,oluna & adolf ceska,2011-02-10,"observatory hill, victoria, british columbia, canada"
BBM:F025841,MO:130131,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F025841; MO:130131,trechispora microspora,trechispora,microspora,,2013-02-20,"victoria, saanich peninsula, observatory hill; the ridge behind the small dome",trechispora microspora,trechispora,microspora,oluna & adolf ceska,2013-02-20,"observatory hill, victoria, british columbia, canada"
BBM:F025952,MO:135116,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F025952; MO:135116,trechispora farinacea,trechispora,farinacea,,2013-05-20,"victoria, saanich peninsula, observatory hill; ridge behind the small dome",trechispora farinacea,trechispora,farinacea,oluna & adolf ceska,2013-05-20,"observatory hill, victoria, british columbia, canada"
BBM:F026746,MO:66906,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,2,BBM:F026746; MO:66906,trechispora mollusca,trechispora,mollusca,,2009-01-28,"victoria, saanich peninsula, observatory hill; along the eastern boundary",trechispora mollusca,trechispora,mollusca,oluna & adolf ceska,2009-02-11,"observatory hill, victoria, british columbia, canada"
BBM:F032770,MO:211063,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,2,BBM:F032770; MO:211063,trechispora vaga,trechispora,vaga,,2015-06-27,pemberton; east of the town; trail along the bank of lillooet river,trechispora vaga,trechispora,vaga,oluna & adolf ceska,2015-06-28,"alluvial forest on the eastern bank of the lillooet river, w of mount currie, e of pemberton, british columbia, canada"
BBM:F024955,MO:70116,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F024955; MO:70116,xenasma rimicola,xenasma,rimicola,,2011-02-13,"victoria, saanich peninsula, observatory hill; open rock outcrop below the observatory rd., just below the hairpin curve",xenasma rimicola,xenasma,rimicola,oluna & adolf ceska,2011-02-13,"observatory hill, victoria, british columbia, canada"
BBM:F025063,MO:159256,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,3,BBM:F025063; BBM:F025064; MO:159256,xenasma rimicola,xenasma,rimicola,,2011-05-12,"victoria, saanich peninsula, observatory hill; southern slope above the main gate on the left side of the road",xenasma rimicola,xenasma,rimicola,oluna & adolf ceska,2011-05-12,"observatory hill, victoria, british columbia, canada"
BBM:F025064,MO:159256,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,"01,02",False,True,,,False,,3,BBM:F025063; BBM:F025064; MO:159256,xenasma rimicola,xenasma,rimicola,,2011-05-12,"victoria, saanich peninsula, observatory hill; southern slope above the main gate on the left side of the road",xenasma rimicola,xenasma,rimicola,oluna & adolf ceska,2011-05-12,"observatory hill, victoria, british columbia, canada"
BBM:F025486,MO:95648,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F025486; MO:95648,xenasma praeteritum,xenasma,praeteritum,,2012-05-13,"victoria, saanich peninsula, observatory hill; below the paved road, along the ephemeral creek",xenasma praeteritum,xenasma,praeteritum,oluna & adolf ceska,2012-05-13,"observatory hill, victoria, british columbia, canada"
BBM:F025515,MO:97663,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F025515; MO:97663,xenasma tulasnelloideum,xenasma,tulasnelloideum,,2012-06-05,"victoria, saanich peninsula, observatory hill; forest margin behind the small dome",xenasma tulasnelloideum,xenasma,tulasnelloideum,oluna & adolf ceska,2012-06-05,"observatory hill, victoria, british columbia, canada"
BBM:F024331,MO:64900,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F024331; MO:64900,helvella acetabulum,helvella,acetabulum,,2010-04-16,"victoria, saanich peninsula, observatory hill; along the road on way from the small dome to the royal canadian astronomical society's hut",helvella acetabulum,helvella,acetabulum,oluna & adolf ceska,2010-04-16,"observatory hill, victoria, british columbia, canada"
BBM:F025915,MO:160377,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F025915; MO:160377,helvella compressa,helvella,compressa,,2013-04-24,"victoria, saanich peninsula, observatory hill; below the paved road, along the ephemeral creek",helvella compressa,helvella,compressa,oluna & adolf ceska,2013-04-24,"observatory hill, victoria, british columbia, canada"
BBM:F027466,MO:68392,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F027466; MO:68392,helvella alpina,helvella,alpina,,2010-07-12,"jordan river, jordan river main n of jordan river",helvella alpina,helvella,alpina,oluna & adolf ceska,2010-07-12,"mile 6 tea bog, north main rd., jordan river, british columbia, canada"
BBM:F027711,MO:71478,similar,absent,2.5,similar/synonym name + date + locality/collector; no cross-reference or image,01,False,True,,,False,,2,BBM:F027711; MO:71478,helvella elastica,helvella,elastica,,2011-04-30,"vancouver island, metchosin, matheson lake regional park",helvella elastica,helvella,elastica,oluna & adolf ceska,2011-06-21,"mount tzuhalem ecological reserve, duncan, vancouver island, british columbia, canada"
BBM:F027944,MO:99127,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F027944; MO:99127,helvella alpina,helvella,alpina,,2012-07-02,"jordan river, north main rd., mile 6 tea bog",helvella alpina,helvella,alpina,oluna & adolf ceska,2012-07-02,"mile 6 tea bog, north main rd., jordan river, british columbia, canada"
BBM:F031501,MO:84624,strict,unidirectional_platform_to_ubc,4.0,one-directional cross-reference (id present on only one side),01,False,True,,,False,,2,BBM:F031501; MO:84624,helvella compressa,helvella,compressa,,2004-10-28,"colwood, mill hill crd park, along the main trail up to rock outcrops with quercus garryana",helvella compressa,helvella,compressa,oluna & adolf ceska,2004-10-28,"mill hill, victoria, british columbia, canada"
BBM:F032692,MO:202390,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F032692; MO:202390,helvella compressa,helvella,compressa,,2015-04-04,"metchosin - victoria, pearson college property; trail from parking lot towards galloping goose trail",helvella compressa,helvella,compressa,oluna & adolf ceska,2015-04-04,"pearson college, metchosin, vancouver island, british columbia, canada"
BBM:F016600,MO:63687,strict,absent,3.0,name + exact date + locality/collector match; no cross-reference or image,01,False,True,,,False,,2,BBM:F016600; MO:63687,psathyrella ammophila,psathyrella,ammophila,,2008-05-30,"graham island, rose spit ecological reserve",psathyrella ammophila,psathyrella,ammophila,oluna & adolf ceska,2008-05-30,"rose spit, graham island, queen charlotte islands, british columbia, canada"
